owner;repo;yaml_filename;job;all_unused;maven_unused;fix_suggestion;old_commands
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, encrypt_and_readwrite_splitting, );0;0;./mvnw -B -Dhttps.protocols=TLSv1.2 verify -Dmaven.repo.local=target/local-repo --file pom.xml ;./mvnw -B -Dhttps.protocols=TLSv1.2 verify --file pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, mask_encrypt_sharding, );0;0;./mvnw -B -Dhttps.protocols=TLSv1.2 verify -Dmaven.repo.local=target/local-repo --file pom.xml ;./mvnw -B -Dhttps.protocols=TLSv1.2 verify --file pom.xm
javaparser;javaparser;maven_tests.yml;maven_test (ubuntu-latest, 8);9;9;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTests -Dmaven.test.failure.ignore=true ;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTest
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, tbl, );0;0;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTests -Dmaven.test.failure.ignore=true ;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTest
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, openGauss, mask, );0;0;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTests -Dmaven.test.failure.ignore=true ;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTest
immutables;immutables;ci.yml;build (17, javac, none);16;16;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
linlinjava;litemall;main.yml;Litemall-all (8);0;0;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;shenyu;k8s-examples-http.yml;k8s-examples-http;1;1;./mvnw -B clean install -Pexample -Dmaven.javadoc.skip=true -Dmaven.test.skip=true -f ./shenyu-examples/pom.xml -Dmaven.wagon.http.ssl.insecure=true -Dmaven.wagon.http.ssl.allowall=true -Dmaven.wagon.http.ssl.ignore.certificate.error=true ;./mvnw -B clean install -Pexample -Dmaven.javadoc.skip=true -Dmaven.test.skip=true -f ./shenyu-examples/pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, readwrite_splitting, );0;0;./mvnw -B clean install -Pexample -Dmaven.javadoc.skip=true -Dmaven.test.skip=true -f ./shenyu-examples/pom.xml -Dmaven.wagon.http.ssl.insecure=true -Dmaven.wagon.http.ssl.allowall=true -Dmaven.wagon.http.ssl.ignore.certificate.error=true ;./mvnw -B clean install -Pexample -Dmaven.javadoc.skip=true -Dmaven.test.skip=true -f ./shenyu-examples/pom.xm
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, readwrite_splitting_and_shadow, );0;0;./mvnw -B clean install -Pexample -Dmaven.javadoc.skip=true -Dmaven.test.skip=true -f ./shenyu-examples/pom.xml -Dmaven.wagon.http.ssl.insecure=true -Dmaven.wagon.http.ssl.allowall=true -Dmaven.wagon.http.ssl.ignore.certificate.error=true ;./mvnw -B clean install -Pexample -Dmaven.javadoc.skip=true -Dmaven.test.skip=true -f ./shenyu-examples/pom.xm
apache;incubator-seata;test-ubuntu.yml;test (11, ubuntu, 2.5.15         -D spring-framework.version=5.3.27);4;4;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, mask_encrypt, );0;0;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;e2e-operation.yml;e2e-operation (transaction, Object);28;28;./mvnw -B clean install -am -pl test/e2e/operation/${{ matrix.operation }} -Pit.env.docker -DskipTests -Dmaven.test.skip=true ;./mvnw -B clean install -am -pl test/e2e/operation/${{ matrix.operation }} -Pit.env.docker -DskipTest
apache;incubator-seata;test-druid.yml;test-druid (1.2.8);1;1;./mvnw -T 4C clean test -Ddruid.version=${{ matrix.druid }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
strimzi;strimzi-kafka-operator;codeql-analysis.yml;analyze (java);0;0;./mvnw -T 4C clean test -Ddruid.version=${{ matrix.druid }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, sharding_and_encrypt, );0;0;./mvnw -T 4C clean test -Ddruid.version=${{ matrix.druid }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
jhy;jsoup;build.yml;test (ubuntu-latest, 8);2;2;mvn -X verify -B --file pom.xml -DskipTests -DskipITs -Djapicmp.skip=true;mvn -X verify -B --file pom.xm
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, dbtbl_with_readwrite_splitting_and_encrypt, );0;0;mvn -X verify -B --file pom.xml -DskipTests -DskipITs -Djapicmp.skip=true;mvn -X verify -B --file pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, dbtbl_with_readwrite_splitting_and_encrypt, );0;0;mvn -X verify -B --file pom.xml -DskipTests -DskipITs -Djapicmp.skip=true;mvn -X verify -B --file pom.xm
aragozin;jvm-tools;maven.yml;build17;3;3;mvn -B -DskipTests help:active-profiles && mvn -B package --file pom.xml -DdisableToolchain -DskipTests;mvn -B help:active-profiles && mvn -B package --file pom.xml -DdisableToolchai
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, shadow, );0;0;mvn -B -DskipTests help:active-profiles && mvn -B package --file pom.xml -DdisableToolchain -DskipTests;mvn -B help:active-profiles && mvn -B package --file pom.xml -DdisableToolchai
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, sharding_encrypt_shadow, );0;0;mvn -B -DskipTests help:active-profiles && mvn -B package --file pom.xml -DdisableToolchain -DskipTests;mvn -B help:active-profiles && mvn -B package --file pom.xml -DdisableToolchai
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, distsql_rdl, );0;0;mvn -B -DskipTests help:active-profiles && mvn -B package --file pom.xml -DdisableToolchain -DskipTests;mvn -B help:active-profiles && mvn -B package --file pom.xml -DdisableToolchai
apache;shenyu;integrated-test.yml;build (shenyu-integrated-test-spring-cloud);1;1;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.surefire.reportDirectory=target/test-reports ;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
immutables;immutables;ci.yml;build (21, ecj, errorprone);17;17;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
fabric8io;kubernetes-client;javadocs.yml;javadoc;29;29;;./mvnw ${MAVEN_ARGS} clean install javadoc:jar -DskipTests -Pjavadoc-tes
dromara;hmily;main.yml;build;0;0;;./mvnw ${MAVEN_ARGS} clean install javadoc:jar -DskipTests -Pjavadoc-tes
apache;zeppelin;core.yml;interpreter-test-jupyter-python-rlang (3.9, 8);6;6;;./mvnw install -DskipTests -pl python,rlang,zeppelin-jupyter-interpreter -am ${MAVEN_ARGS}
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, encrypt_shadow, );0;0;;./mvnw install -DskipTests -pl python,rlang,zeppelin-jupyter-interpreter -am ${MAVEN_ARGS}
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, encrypt, );0;0;;./mvnw install -DskipTests -pl python,rlang,zeppelin-jupyter-interpreter -am ${MAVEN_ARGS}
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, readwrite_splitting_and_shadow, );0;0;;./mvnw install -DskipTests -pl python,rlang,zeppelin-jupyter-interpreter -am ${MAVEN_ARGS}
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, , MySQL, passthrough, -Dmysql-connector-java.version=8.3.0);0;0;;./mvnw install -DskipTests -pl python,rlang,zeppelin-jupyter-interpreter -am ${MAVEN_ARGS}
apache;shenyu;integrated-test.yml;build (shenyu-integrated-test-websocket);1;1;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
apache;shardingsphere;e2e-agent.yml;build-e2e-image;1;1;./mvnw -B clean install -DskipTests -Prelease -Dmaven.remote-resources.skip=true;./mvnw -B clean install -DskipTests -Preleas
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, shadow, );0;0;./mvnw -B clean install -DskipTests -Prelease -Dmaven.remote-resources.skip=true;./mvnw -B clean install -DskipTests -Preleas
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, openGauss, encrypt, );0;0;./mvnw -B clean install -DskipTests -Prelease -Dmaven.remote-resources.skip=true;./mvnw -B clean install -DskipTests -Preleas
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, dbtbl_with_readwrite_splitting_and_encrypt, );0;0;./mvnw -B clean install -DskipTests -Prelease -Dmaven.remote-resources.skip=true;./mvnw -B clean install -DskipTests -Preleas
jeremylong;DependencyCheck;codeql-analysis.yml;analyze (java);0;0;./mvnw -B clean install -DskipTests -Prelease -Dmaven.remote-resources.skip=true;./mvnw -B clean install -DskipTests -Preleas
apache;incubator-seata;test-druid.yml;test-druid (1.2.11);0;0;./mvnw -B clean install -DskipTests -Prelease -Dmaven.remote-resources.skip=true;./mvnw -B clean install -DskipTests -Preleas
swagger-api;swagger-core;maven-pulls.yml;build (11);3;3;./mvnw --no-transfer-progress -B install --file pom.xml -Dmaven.test.skip=true -DskipTests -Dmaven.javadoc.skip=truecd ./modules/swagger-gradle-plugin./gradlew build --info -x test -x javadoccd ../..;"./mvnw --no-transfer-progress -B install --file pom.xml
cd ./modules/swagger-gradle-plugin
./gradlew build --info
cd ../.."
apache;shenyu;integrated-test.yml;build (shenyu-integrated-test-http);1;1;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true ;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, db, );0;0;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true ;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
linlinjava;litemall;main.yml;Litemall-vue (14.x);14;0;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true ;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
apache;shenyu;integrated-test.yml;build (shenyu-integrated-test-sdk-apache-dubbo);1;1;./mvnw -B clean install -Pexample -Dmaven.javadoc.skip=true -Dmaven.test.skip=true -am -f ./shenyu-examples/pom.xml -Dmaven.plugin.skip.execution=true ;./mvnw -B clean install -Pexample -Dmaven.javadoc.skip=true -Dmaven.test.skip=true -am -f ./shenyu-examples/pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, mask_encrypt, );0;0;./mvnw -B clean install -Pexample -Dmaven.javadoc.skip=true -Dmaven.test.skip=true -am -f ./shenyu-examples/pom.xml -Dmaven.plugin.skip.execution=true ;./mvnw -B clean install -Pexample -Dmaven.javadoc.skip=true -Dmaven.test.skip=true -am -f ./shenyu-examples/pom.xm
apache;zeppelin;core.yml;livy-0-8-with-spark-2-4-under-python37;1;1;./mvnw verify -pl livy -am ${MAVEN_ARGS} -Dmaven.test.skip=true ;"export SPARK_HOME=$PWD/spark-2.4.8-bin-hadoop2.7
export LIVY_HOME=$PWD/apache-livy-0.8.0-incubating_2.11-bin
./mvnw verify -pl livy -am ${MAVEN_ARGS}"
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, sharding_and_encrypt, );0;0;./mvnw verify -pl livy -am ${MAVEN_ARGS} -Dmaven.test.skip=true ;"export SPARK_HOME=$PWD/spark-2.4.8-bin-hadoop2.7
export LIVY_HOME=$PWD/apache-livy-0.8.0-incubating_2.11-bin
./mvnw verify -pl livy -am ${MAVEN_ARGS}"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, mask, );0;0;./mvnw verify -pl livy -am ${MAVEN_ARGS} -Dmaven.test.skip=true ;"export SPARK_HOME=$PWD/spark-2.4.8-bin-hadoop2.7
export LIVY_HOME=$PWD/apache-livy-0.8.0-incubating_2.11-bin
./mvnw verify -pl livy -am ${MAVEN_ARGS}"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, sharding_and_encrypt, );0;0;./mvnw verify -pl livy -am ${MAVEN_ARGS} -Dmaven.test.skip=true ;"export SPARK_HOME=$PWD/spark-2.4.8-bin-hadoop2.7
export LIVY_HOME=$PWD/apache-livy-0.8.0-incubating_2.11-bin
./mvnw verify -pl livy -am ${MAVEN_ARGS}"
apache;shenyu;integrated-test.yml;build (shenyu-integrated-test-https);1;1;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true ;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
apache;incubator-seata;test-druid.yml;test-druid (1.2.5);23;23;./mvnw -T 4C clean test \       -Ddruid.version=${{ matrix.druid }} \       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \       -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, encrypt_shadow, );0;0;./mvnw -T 4C clean test \       -Ddruid.version=${{ matrix.druid }} \       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \       -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, openGauss, db_tbl_sql_federation, );0;0;./mvnw -T 4C clean test \       -Ddruid.version=${{ matrix.druid }} \       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \       -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shenyu;integrated-test.yml;build (shenyu-integrated-test-rewrite);1;1;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, readwrite_splitting_and_shadow, );0;0;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
JanusGraph;janusgraph;ci-backend-scylla-dummy.yml;build-all;23;23;"mvn clean install --projects janusgraph-all -Pjanusgraph-cache -Dmaven.javadoc.skip=true -Dmaven.test.skip=true ${{ env.BUILD_MAVEN_OPTS }}
mvn verify --projects janusgraph-all -Pjanusgraph-cache -Dmaven.test.skip=true -Dmaven.javadoc.skip=true -Dmaven.site.skip=true ${{ env.VERIFY_MAVEN_OPTS }}";"mvn clean install --projects janusgraph-all -Pjanusgraph-cache -Dmaven.javadoc.skip=true ${{ env.BUILD_MAVEN_OPTS }}
mvn verify --projects janusgraph-all -Pjanusgraph-cache ${{ env.VERIFY_MAVEN_OPTS }"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, openGauss, encrypt_and_readwrite_splitting, );0;0;"mvn clean install --projects janusgraph-all -Pjanusgraph-cache -Dmaven.javadoc.skip=true -Dmaven.test.skip=true ${{ env.BUILD_MAVEN_OPTS }}
mvn verify --projects janusgraph-all -Pjanusgraph-cache -Dmaven.test.skip=true -Dmaven.javadoc.skip=true -Dmaven.site.skip=true ${{ env.VERIFY_MAVEN_OPTS }}";"mvn clean install --projects janusgraph-all -Pjanusgraph-cache -Dmaven.javadoc.skip=true ${{ env.BUILD_MAVEN_OPTS }}
mvn verify --projects janusgraph-all -Pjanusgraph-cache ${{ env.VERIFY_MAVEN_OPTS }"
apache;incubator-seata;test-ubuntu.yml;test (21, ubuntu, 2.6.15         -D spring-framework.version=5.3.27);4;4;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
flowable;flowable-engine;java-ea.yml;test_jdkea;21;21;"./mvnw verify -Pdistro,errorLogging ${MAVEN_ARGS} -Dmaven.test.redirectTestOutputToFile=false -Dmaven.surefire.reportDirectory=target/surefire-reports 
";"./mvnw verify -Pdistro,errorLogging ${MAVEN_ARGS} -Dmaven.test.redirectTestOutputToFile=false
./mvnw install ${MAVEN_ARGS} -DskipTests=true -Dmaven.javadoc.skip=true -B -"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, mask_sharding, );0;0;"./mvnw verify -Pdistro,errorLogging ${MAVEN_ARGS} -Dmaven.test.redirectTestOutputToFile=false -Dmaven.surefire.reportDirectory=target/surefire-reports 
";"./mvnw verify -Pdistro,errorLogging ${MAVEN_ARGS} -Dmaven.test.redirectTestOutputToFile=false
./mvnw install ${MAVEN_ARGS} -DskipTests=true -Dmaven.javadoc.skip=true -B -"
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, sharding_and_shadow, );0;0;"./mvnw verify -Pdistro,errorLogging ${MAVEN_ARGS} -Dmaven.test.redirectTestOutputToFile=false -Dmaven.surefire.reportDirectory=target/surefire-reports 
";"./mvnw verify -Pdistro,errorLogging ${MAVEN_ARGS} -Dmaven.test.redirectTestOutputToFile=false
./mvnw install ${MAVEN_ARGS} -DskipTests=true -Dmaven.javadoc.skip=true -B -"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, readwrite_splitting_and_shadow, );0;0;"./mvnw verify -Pdistro,errorLogging ${MAVEN_ARGS} -Dmaven.test.redirectTestOutputToFile=false -Dmaven.surefire.reportDirectory=target/surefire-reports 
";"./mvnw verify -Pdistro,errorLogging ${MAVEN_ARGS} -Dmaven.test.redirectTestOutputToFile=false
./mvnw install ${MAVEN_ARGS} -DskipTests=true -Dmaven.javadoc.skip=true -B -"
apache;incubator-seata;test-ubuntu.yml;test (17, ubuntu, 2.4.13         -D spring-framework.version=5.3.13);4;4;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;dolphinscheduler;e2e-k8s.yml;result;0;0;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
javaparser;javaparser;maven_tests.yml;maven_test (ubuntu-latest, 10);6;6;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTests -Dmaven.test.failure.ignore=true ;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTest
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, mask_encrypt_sharding, );0;0;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTests -Dmaven.test.failure.ignore=true ;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTest
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, mask, );0;0;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTests -Dmaven.test.failure.ignore=true ;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTest
immutables;immutables;ci.yml;build (21, javac, none);21;21;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }} -DskipTests=true;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, encrypt, );0;0;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }} -DskipTests=true;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
apache;zeppelin;core.yml;flink-test-and-flink-integration-test (3.8, 115);1;1;./mvnw install -DskipTests -am -pl flink/flink-scala-2.12,flink-cmd,zeppelin-interpreter-integration -Pflink-${{ matrix.flink }} -Pintegration ${MAVEN_ARGS} -Dmaven.test.skip=true./mvnw clean package -pl zeppelin-plugins -amd -DskipTests ${MAVEN_ARGS} -Dmaven.test.skip=true;"./mvnw install -DskipTests -am -pl flink/flink-scala-2.12,flink-cmd,zeppelin-interpreter-integration -Pflink-${{ matrix.flink }} -Pintegration ${MAVEN_ARGS}
./mvnw clean package -pl zeppelin-plugins -amd -DskipTests ${MAVEN_ARGS}"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, empty_rules, );0;0;./mvnw install -DskipTests -am -pl flink/flink-scala-2.12,flink-cmd,zeppelin-interpreter-integration -Pflink-${{ matrix.flink }} -Pintegration ${MAVEN_ARGS} -Dmaven.test.skip=true./mvnw clean package -pl zeppelin-plugins -amd -DskipTests ${MAVEN_ARGS} -Dmaven.test.skip=true;"./mvnw install -DskipTests -am -pl flink/flink-scala-2.12,flink-cmd,zeppelin-interpreter-integration -Pflink-${{ matrix.flink }} -Pintegration ${MAVEN_ARGS}
./mvnw clean package -pl zeppelin-plugins -amd -DskipTests ${MAVEN_ARGS}"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, encrypt_and_readwrite_splitting, );0;0;./mvnw install -DskipTests -am -pl flink/flink-scala-2.12,flink-cmd,zeppelin-interpreter-integration -Pflink-${{ matrix.flink }} -Pintegration ${MAVEN_ARGS} -Dmaven.test.skip=true./mvnw clean package -pl zeppelin-plugins -amd -DskipTests ${MAVEN_ARGS} -Dmaven.test.skip=true;"./mvnw install -DskipTests -am -pl flink/flink-scala-2.12,flink-cmd,zeppelin-interpreter-integration -Pflink-${{ matrix.flink }} -Pintegration ${MAVEN_ARGS}
./mvnw clean package -pl zeppelin-plugins -amd -DskipTests ${MAVEN_ARGS}"
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, mask_sharding, );0;0;./mvnw install -DskipTests -am -pl flink/flink-scala-2.12,flink-cmd,zeppelin-interpreter-integration -Pflink-${{ matrix.flink }} -Pintegration ${MAVEN_ARGS} -Dmaven.test.skip=true./mvnw clean package -pl zeppelin-plugins -amd -DskipTests ${MAVEN_ARGS} -Dmaven.test.skip=true;"./mvnw install -DskipTests -am -pl flink/flink-scala-2.12,flink-cmd,zeppelin-interpreter-integration -Pflink-${{ matrix.flink }} -Pintegration ${MAVEN_ARGS}
./mvnw clean package -pl zeppelin-plugins -amd -DskipTests ${MAVEN_ARGS}"
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, dbtbl_with_readwrite_splitting_and_encrypt, );0;0;./mvnw install -DskipTests -am -pl flink/flink-scala-2.12,flink-cmd,zeppelin-interpreter-integration -Pflink-${{ matrix.flink }} -Pintegration ${MAVEN_ARGS} -Dmaven.test.skip=true./mvnw clean package -pl zeppelin-plugins -amd -DskipTests ${MAVEN_ARGS} -Dmaven.test.skip=true;"./mvnw install -DskipTests -am -pl flink/flink-scala-2.12,flink-cmd,zeppelin-interpreter-integration -Pflink-${{ matrix.flink }} -Pintegration ${MAVEN_ARGS}
./mvnw clean package -pl zeppelin-plugins -amd -DskipTests ${MAVEN_ARGS}"
YunaiV;yudao-cloud;maven.yml;build (17);1;1;mvn -B package --file pom.xml -Dmaven.test.skip=true -DskipTests -Dmaven.javadoc.skip=true -Dmaven.source.skip=true ;mvn -B package --file pom.xml -Dmaven.test.skip=tru
apache;linkis;check-code-format.yml;spotless-check;5;0;mvn -B package --file pom.xml -Dmaven.test.skip=true -DskipTests -Dmaven.javadoc.skip=true -Dmaven.source.skip=true ;mvn -B package --file pom.xml -Dmaven.test.skip=tru
